Category Name,letter,image name1,image 2,image 3,image 4,note
Judgment Proof Letter (Alternate),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Account number: {account_number} - Request for Reduced Payments

To Whom It May Concern:

Due to my desperate financial situation, I am unable to make payments on my account as originally
agreed. My financial position is as follows:

(STATE REASON; FINANCIAL, MEDICAL, DISABILITY, UNEMPLOYED, ETC.)

I cannot work sufficient hours to meet my current expenses. My only sources of income are the following:
(LIST SOURCES OF INCOME)

I am familiar with the law and have been advised that I am ""judgment proof.” If I should file for bankruptcy,
I will claim all of my property as exempt. If you sue me and obtain judgment, you will not be able to collect
any of my property to satisfy the judgment.

Please cease all collection activities you have taken or are considering. While I will absolutely present you
with reasonable financial or medical information, I must avoid stress (including high-pressure collections
activity and lawsuits).
I promise to inform you immediately should my financial condition improve and I am able to resume
sending you normal payments.

Thank you for your consideration and understanding.

Sincerely yours,
{client_signature}",https://prnt.sc/2547ldy,https://prnt.sc/259u6k6 ,,,
Pay For Delete (Alternate 2),"{client_first_name} {client_last_name}

{client_address}

{client_previous_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{creditor_phone}

{curr_date}

Dear Collection Manager:

It has come to my attention, through my credit report, that you claim I owe a debt to your agency. I can
save us both some effort and time by settling the debt out.

Here below is my offer. This is not a renewed promise to pay, nor does it constitute any agreement unless
you sign and return it.

Please Note that I have not yet agreed that this debt is indeed mine and I have the option to seek
additional proof of this debt from your agency.

Because you hold all the rights to report the debt to the credit bureaus as you see fit, you can certainly
change that listing at any time as the source reporting the debt.

I have no doubt that you are aware of my right to dispute this debt and request full proof of obligation.
Paying this unverified debt to you has little value to me if we cannot mutually agree that you will report the
debt as outlined below.

While I realize that your function is to collect debts as a collection agent, I am also aware that a paid
collection would not be favorable on my report. That being said, I have determined, through the bureaus,
that you have the absolute right to report this debt as you see fit or not report it at all.
If you indicate that you are unable to remove the negative listing on my credit report, | will be forced to
‘cease communication and request full verification of the debt.
My goal is to arrange a term that is acceptable to us both, since this debt is ""questionable.”

My Offer: I will pay your company the amount of $xx as “payment in full for the full satisfaction of this
account.” Upon receipt of the above payment, your company will agree to change this entry on my credit
reports to “Paid” immediately. You further agree to remove any and all previous notations of delinguency.
If you approve and agree to these terms, please acknowledge with your signature and return this letter to
me. You agree these terms herein are confidential and that you have the authority to make such decisions.
No payment will be made without written confirmation.

Upon receipt of this signed acknowledgment, I will immediately mail you funds by priority mail. This is not a
renewed promise to pay but rather a restricted offer only. If no terms can be met, no new arrangements will
be made, and the offer will be withdrawn.

{client_first_name} {client_last_name}

{creditor_name}
Signature of company officer
Print Company Officer name
Date:

Sincerely,

Name

Address

Social security number
",https://prnt.sc/2547ob6 ,https://prnt.sc/25484sp,https://prnt.sc/259ugy2,,Not Found
Pay For Delete (Alternate 3),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

<CREDITOR/FURNISHER ADDRESS>

Dear Collection Manager:

It has come to my attention through the credit bureaus that you claim I owe a debt to your agency. While I
have never had the debt verified to me as legitimate by your agency, I may be willing to save us both some
time and effort by ""settling the debt out™ with restrictions.

I understand that you hold all the rights to report the debt to the credit bureaus as you see fit and you can
change that listing at any time, as the source owning the debt. I am sure you are aware of my right to
dispute this debt and to request full proof of the obligation as per the FDCPA. Paying this unverified debt
means little to me if we cannot mutually agree that you will report the debt as mentioned below.

‘While I realize that your purpose is to collect debts as a collection agent, I am also aware of what a paid
collection on my report would represent for me, which is not favorable. That being said, I know that you
have the absolute right to report this debt as you see fit or not report it at all. It is only unlawful to report
false information but you may remove a listing any time at your discretion.

Please do not attempt to continue contacting me outside of this offer or I will be forced to cease and desist
‘our communication and request full lengthy verification of the debt. My goal is to arrange a term
acceptable to both.

My financial resources are limited and I am trying to do what's right but I am realistic about my financial
ability. I will pay your company the amount of S(AMOUNT) as “payment in full” for this account. Upon
receipt of the above payment, your company has agreed to delete the item on my credit reports.
If you agree with these terms please acknowledge this letter with your signature and return it to me. You
agree that the terms herein are confidential and that you have the authority to make such decisions. No payment will be made without written confirmation from you.
Upon receipt of this signed acknowledgment, I will immediately mail you a cashier's check by priority mail.
This is not a renewed promise to pay but rather a restricted offer only. If no terms can be met, no new
arrangements will be made and the offer will be void.

Name of collection agency

Signature of company officer:
",https://prnt.sc/254884l  ,https://prnt.sc/2548e10,,,Not Found
Pay For Delete (Alternate),"{client_first_name} {client_last_name}
{client_address} 
{client_previous_address}
{creditor_name}
{creditor_address} 
{creditor_city} {creditor_state} {creditor_zip} 
{creditor_phone}
{curr_date}
To Whom It May Concern,
Re: {account_number}
This letter is an offer to amicably settle the above account It shall not be misconstrued as an
acknowiedgment of any liability for this debt in any form. 
I will pay your company the amount of SXXXX as ""full settlement of this account 
If you accept this agreement, I will send you a money order or certified cashiers check for this settiement
amount of $XXXX in exchange for a full deletion of all references regarding this account from my credit 
reports and full satisfaction of the debt. This agreement is binding and will be void should you not fulfill 
your end of this agreement. Furthermore, this debt will be deleted from my credit report at all three credit 
bureaus, as well as any other bureaus that your company regularly reports to.
If you agree to the above, please acknowiedge with your signature and return a copy to me. Upon receipt
of your signed acknowledgment, I will promptly send you a money order or cashiers check in the amount I
have stated above. 
Please note: This agreement is restricted. This is not a renewed promise to pay, but rather a restricted
settlement offer only. By not signing below, you agree that the debt has not been renewed nor have any
written agreements been exchanged.
I look forward to resolving this matter in a speedily manner.
{client_first_name} {client_last_name}

Creditor's Authorized Signature:

Date:

Name:

Title -

",https://prnt.sc/2548gxh ,https://prnt.sc/2548kof,,,
Pay for Delete (Offer Payment if Negative is Removed),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: {client_first_name} {client_last_name} , Account number {account_number}

To Whom It May Concern:

On (Date), | received a copy of my credit report from (Credit Bureau Name). That report lists my payments
1o you as being ‘delinquent.’

My financial problems are now behind me and | am in a position to pay off this debt. | can pay a lump sum
amount of $___________ or | can pay installments in the amount of $________ per month for _________months if
you will agree to one of the following:

() If | make a lump sum payment, you will agree to remove all negative information from my credit file
associated with the debt.

() If 1 agree to pay off the debt in monthly instaliments, you agree to 're-age’ my account - making the
current month the first repayment month and showing no late payments as long as | make the agreed
upon monthly payments.

If this offer is acceptable to you, please check and initial one of the above choices, sign your acceptance
below and return this letter to me in the enclosed envelope.
Thank you for your time and assistance
Sincerely yours,
{client_signature}

",https://prnt.sc/2548o03,,,,
Temporarily Stop Collections,"{client_first_name} {client_last_name}

{client_address}

(Name of Collection Agency)

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

To [person whose name appears on agency's notice to you]

Thank you for your recent inquiry. This is not a refusal to pay, but a notice that your claim is being
disputed. This is a request for validation made pursuant to the Fair Debt Collection Practices Act

Be advised that I am not requesting a ""verification” that you have my mailing address, I am requesting a
""validation;” that is, competent evidence that I have some contractual obligation to pay you.

You should also be aware that sending unsubstantiated demands for payment through the United States
Mail System might constitute mail fraud under federal and state law. You may wish to consult with a
competent legal advisor before your next communication with me.

Your failure to satisfy this request within the requirements of the Fair Debt Collection Practices Act will be
construed as your absolute waiver of any and all claims against me, and your tacit agreement to
compensate me for costs and attorney fees.

Sincerely,

{client_signature}
",https://prnt.sc/254ezir,,,,
Unilateral Release of Claims (Include with Settlement Offer Before Payment),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

Re: Account Number: {account_number}. Balance to be paid: §_

Dear {creditor_name}

Per our agreement to settle the above mentioned debt, I am requesting that you sign this unilateral release
form. This form confirms that we both agreed to settie the debt listed above for the amount indicated.
Creditors/Agency Name:

We agree that to accept $_ as ""payment in full” for account number: {account_number}.

For: {client_first_name} {client_last_name}

We will accept this amount as full and final satisfaction and we will have no future claims against this
account or debtor. This Unilateral Release ensures that we understand we have accepted a settiement on
this debt and will not pursue the debtor later for any deficiency balance.

Creditor's Authorized Signature---------Date

Printed name of Creditors Authorized Rep.

Position or Title:

",https://prnt.sc/254f26n,,,,Not Found
Validation,"{client_first_name} {client_last_name}
{client_address}
{creditor_name}
{creditor_address}
{creditor_city}, {creditor_state} {creditor_zip}
RE: Validation Required
{curr_date}
Re: Account # {account_number}
To Whom It May Concern,
I dispute your claim and I am requesting validation from you pursuant to the Fair Debt Collection Practices
Act, 15 USC 16929 Sec. 809 (8) (FDCPA).
. Provide breakdown of fees including how you calculated what you claim I owe. 2 Provide a copy of
my signature on a confract or document that holds me responsible for this alleged debt.
. Cease any credit bureau reporting until debt has been validated by me as required under the
FCRA.
. Send me proof that you are licensed to collect debt in the my state.
. Send this information to my address listed above and accept this letter-sent as my formal debt
validation request, which I am allowed under the FDCPA.
I will await your reply with above requested proof. Upon receiving it, I will correspond back with you.
Sincerely,
{client_signature}
",https://prnt.sc/254f4q8,,,,
Validation of Debt (Admission by Silence),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Account number: {account_number}

To Whom It May Concern:

This certified letter, receipt number: XXXXXXXXXXXX is to formally advise you that I believe your
company has violated my consumer rights in the following ways.

Specifically you: [list all that apply]

- Failed to validate a debt at my request- FDCPA violation

- Continued to report a disputed debt to the CRA- FCRA violation

- Continued to attempt to collect a disputed debt- FDCPA violation

- Ignored my cease and desist- FDCPA violation

Not only have you ignored my prior requests for validation of debt (see enclosed copies of receipts letters)
but you also continue to report this debt to the credit bureaus causing damage to my character. This letter
will again request that you follow guidelines of The Fair Debt Collection Practices Act (FDCPA), 15 U.S.C.
§ 1692 and please provide the following:
Validation of Debt Request
- Proof of your right to own/collect this alleged debt -Balance claimed including all fees, interest and
penalties
-Contract bearing my personal signature -License proof to collect debts in my state

As you certainly are aware, ""Admission by Silence” means that you had a legal duty to defend your
position but failed to do so and if my claims were untrue you would have been compelled to deny my
charges. I will use the Admission by Silence in my defense should I be summoned to court or take action
against you.

I expect to receive proof requested above, within 15 days of this letter. Should you continue to ignore my
request for this validation of debt I reserve the right to sue your company for violations of my consumer
rights as indicated under both the FDCPA and the FCRA. I may also seek damages from you if warranted.
Kind regards,

{client_signature}
",https://prnt.sc/254fb13  ,https://prnt.sc/254fhnd,,,
Validation of Debt (After Dispute to Bureau),"{client_first_name} {client_last_name}

{client_address}

{client_previous_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{creditor_phone}

{curr_date}

Re: Account # XXXXXXXX

To Whom It May Concern:

‘Your company is reporting the below referenced account on my credit report as a collection account.
{dispute_item_and_explanation}

I have disputed this item with the credit reporting agency and they reported you confirmed the account as
valid.

In a good faith effort to resolve the matter amicably, I must demand proof of this debt, specifically the
alleged contract or other instrument bearing my signature, as well as proof of your authority in this matter.
Absent such proof, you must correct any erroneous reports of this past debt as mine.

I am writing to request that you please provide the following information:
1. Please evidence your authorization under 15 USC 1692(e) and 15 USC 1692(f) in this alleged matter.
2. What is your authorization of law for your collection of information?

3. What is your authorization of law for your collection of this alleged debt?

4. Please evidence your authorization to do business or operate in this state.

5. Please evidence proof of the alleged debt, including the alleged contract or other instrument bearing my
signature.

6. Please provide a complete account history, including any charges added for collection activity.
You have thirty (30) days from receipt of this notice to respond. Failure to respond in writing, hand-signed,
and in a timely manner, will be considered a waiver to any and all of your claims in this matter, and will
entitie me to presume you placed this on my credit report(s) in error and that this matter is permanently
closed. Provide the proof, or correct the record and remove this invalid debt from all sources to which you
have reported it

For the purposes of 15 USC 1692 et seq, this Notice has the same effect as a dispute to the validity of the
alleged debt and a dispute to the validity of your claims. This Notice is an attempt to correct your records,
and any information received from you will be collected as evidence should further action be necessary.
This is a request for information only, and is not a statement, election, or waiver of status.

{client_first_name} {client_last_name} (DO NOT SIGN)


",https://prnt.sc/254fx0q ,https://prnt.sc/254g899,,,Not Found
Validation of Debt (Alternate 2),"{client_first_name} {client_last_name}

{client_address}

{curr_date}

To Whom It May Concern,

This letter is a formal complaint that you are reporting inaccurate and incomplete credit information. I am
distressed that you have included the information below in my credit profile and that you have failed to
maintain reasonable procedures in your operations to assure maximum possible accuracy in the credit
reports you publish.

Credit reporting laws ensure that bureaus report only 100% accurate credit information. Every step must
be taken to assure the information reported is completely accurate and correct.

The following information therefore needs to be re-investigated:

{dispute_item_and_explanation}

I respectfully request to be provided proof of this alleged item, specifically the contract, note or other
instrument bearing my signature. Failing that, the item must be deleted from the report as soon as
possible:

The listed item is entirely inaccurate and incomplete, and as such represents a very serious error in your
reporting. Please delete this misleading information and supply a corrected credit profile to all creditors
‘who have received a copy within the last six months, or the last two years for employment purposes.
Additionally, please provide the name, address, and telephone number of each credit grantor or other
subscriber.
Under federal law, you have thirty (30) days to complete your re-investigation. Be advised that the
description of the procedure used to determine the accuracy and completeness of the information is
hereby requested as well, to be provided within fifteen (15) days of the completion of your re-investigation.
Sincerely,
{client_signature}",https://prnt.sc/254gm84,https://prnt.sc/259uxbf,,,
Validation of Debt (Alternate 3),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Acct # {account_number}

To Whom It May Concern:

I am sending this letter to you in response to the notice I received from you on (date of letter). Please be
advised that this is not a refusal to pay, but a notice sent pursuant to the Fair Debt Collection Practices
Act, 15 USC 1692g Sec. 809 (b) that your claim is disputed and validation is requested.

This is NOT a request for ‘verification’ or proof of my mailing address, but a request for 'VALIDATION'
made pursuant to the above named Title and Section. I respectfully request that your office provide me
with factual evidence that I have any legal obligation to pay you.

Please provide me with the following:

-What the money you say I owe is for;

-Explain and show me how you calculated what you say I owe;

-Provide me with copies of any papers that show I agreed to pay what you say I owe;

-Provide a verification or copy of any judgment if applicable;
-Identify the original creditor;
-Prove the Statute of Limitations has not expired on this account,
-Show me that you are licensed to collect in my state; and

-Provide me with your license numbers and Registered Agent.

If your offices have reported invalidated information to any of the three major Credit Bureau's (Equifax,
Experian or TransUnion), said action might constitute fraud under both Federal and State Laws. Due to
this fact, if any negative mark is found on any of my credit reports by your company or the company that
you represent I will not hesitate to bring legal action against you for the following:

-Violation of the Fair Credit Reporting Act

-Violation of the Fair Debt Collection Practices Act

-Defamation of Character

If your offices are able to provide the proper documentation as requested, I will require at least 30 days to
investigate this information and during such time all collection activity must cease and desist.

Also during this validation period, if any action is taken which could be considered detrimental to any of my
credit reports, I will consult with my legal counsel. This includes any information to a credit reporting
repository that could be inaccurate or invalidated or verifying an account as accurate when in fact there is
no provided proof that it is.

If your offices fail to respond to this validation request within 30 days from the date of your receipt, all
references to this account must be deleted and completely removed from my credit file and a copy of such
deletion request shall be sent to me immediately.
I would also like to request, in writing, that no telephone contact be made by your offices to my home or to
my place of employment. If your offices attempt telephone communication with me, including but not
limited to computer generated calls or correspondence sent to any third parties, it will be considered
harassment and I will have no choice but to file suit. All future communications with me MUST be done in
writing and sent to the address noted in this letter.

This is an attempt to correct your records, any information obtained shall be used for that purpose.

Kind regards,

{client_signature}

",https://prnt.sc/254gqsj,https://prnt.sc/254h8hf ,https://prnt.sc/254hgts,,
Validation of Debt (Alternate 4),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{curr_date}

Re: {account_number}

To Whom It May Concern,

I am in receipt of your letter claiming that I owe your company for a debt. According to the Federal Fair
Debt Collection Practices Act, I have a right to have the alleged debt validated by you.

I have to date, received no proof that I owe your company any debt and I am requesting that you forward
to me full and proper documentation as evidence of this alleged debt. As per the FDCPA, it is a violation
for any debt collector to pursue collection activity on an account without notifying the debtor in writing
within 5 days after any communication. Additionally I am allowed 30 days to dispute the validity of the
debt. If you are unable to provide me with proper proof then you must stop attempting to collect this
alleged debt.

If you continue to claim I owe a debt that you cannot confirm with proof then you will be in direct violation
of the FDCPA. Additionally, any attempt on your part to report this alleged debt to my credit reports will be
a violation of the Fair Credit Reporting Act.

Please forward your documentation to me upon receipt of this certified letter. Please note that proper
documentation is not a print out or bill from you but rather actual proof of the debt's existence.
Sincerely,
{client_signature}
",https://prnt.sc/254ho6r,,,,
Validation of Debt (Alternate),"{client_first_name} {client_last_name}

{client_address}

{bureau_address}

{curr_date}

To Whom It May Concern,

This letter is a formal complaint that you are reporting inaccurate and incomplete credit information.

I am distressed that you have included the information below in my credit profile and that you have failed
to maintain reasonable procedures in your operations to assure maximum possible accuracy in the credit
reports you publish. Credit reporting laws ensure that bureaus report only 100% accurate credit
information. Every step must be taken to assure the information reported is completely accurate and
correct. The following information therefore needs to be re-investigated.

I respectfully request to be provided proof of this alleged item, specifically the contract, note or other
instrument bearing my signature.

Failing that, the item must be deleted from the report as soon as possible. The listed item is entirely
inaccurate and incomplete, and as such represents a very serious error in your reporting. Please delete
this misleading information and supply a corrected credit profile to all creditors who have received a copy
within the last six months, or the last two years for employment purposes.

Additionally, please provide the name, address, and telephone number of each credit grantor or other
subscriber.
Under federal law, you have thirty (30) days to complete your re-investigation. Be advised that the
description of the procedure used to determine the accuracy and completeness of the information is
hereby requested as well, to be provided within fifteen (15) days of the completion of your re-investigation.
Sincerely,

{client_signature}
",https://prnt.sc/254htqk,,,,
Validation of Debt (Estoppel by Silence),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Account number: {account_number}

To Whom It May Concern:

This certified letter, receipt number__________ is to formally advise you that I believe your company has violated several of my consumer rights. Specifically:

You failed to validate a debt at my request, which is a FDCPA violation and you continued to report a
disputed debt to the Credit Bureaus: another FCRA violation

Not only have you ignored my prior requests for validation of debt (proof attached: receipt copies or letter
copies) but you continue to report this debt to the credit bureaus causing damage to my character. This
letter will again request that you follow the FDCPA and please provide the following:

Validation of Debt Request

-Proof of your right to own/collect this alleged debt

-Balance claimed including all fees, interest and penalties

-Contract bearing my personal signature
As you may be aware, ""Estoppel by Silence” legally means that you had a duty to speak but failed to do so
therefore, that must mean you agree with me that this debt is false.I will use the Estoppel in my defense.

I expect to receive the proof requested above within 15 days of this letter. Should you again ignore my
request for validation of debt I reserve the right to sue your company for violations of my consumer rights
as specified under both the FDCPA and the FCRA. I may also seek damages from you if waranted.

Kind regards,
{client_signature}",https://prnt.sc/254i8lb,https://prnt.sc/259v5yu,,,
Validation of Debt (Simple),"{client_first_name} {client_last_name}

{client_address}

{client_previous_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{creditor_phone}

{curr_date}

Re: Account # {account_number}

To Whom It May Concern,

I dispute your claims in their entirety and I am requesting validation from you pursuant to the Fair Debt Collection Practices Act, 15 USC 1692g Sec. 809 (8) (FDCPA).
Sincerely,

{client_signature}
",https://prnt.sc/254ieg3,,,,
Validation of Debt with Creditor Disclosure Statement,"{client_first_name} {client_last_name}

{client_address}

{client_previous_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{creditor_phone}

{curr_date}

Certified Mail No.:

Re: Inquiry dated __: account no. {account_number}

To Whom It May Concern,

Thank you for your inquiry. This is not a refusal to pay, but a notice that I am disputing your claim and I am
requesting validation made pursuant to the Fair Debt Collection Practices Act.

Please complete and return the attached disclosure request form.

Understand that I am not requesting a “verification” that you have my mailing address, I am requesting a
“validation of debt.” i.e.. competent and valid evidence that I have some contractual obligation to pay you.
You may be aware that sending unsubstantiated demands for payment through the United States Mail
System might constitute mail fraud under federal and state law. As such, you may wish to consult with a
legal adviser before your next communication with me.

Your failure to satisfy this request within the requirements stated in the Fair Debt Collection Practices Act
will be construed as your absolute waiver of any and all claims against me, and your tacit agreement to
compensate me for costs and attorney fees.

{client_first_name} {client_ast_name} (DO NOT SIGN)

CREDITOR DISCLOSURE STATEMENT

Name and Address of Collector (assignee):. -

Name and Address of Debtor: -
AccountNumber(s)_____ 

What are the terms of assignment for this account? You may attach a facsimile of any records relating to
such terms.

Have any insurance claims been made by any creditor or assignee regarding this account? Yes / no
Has the purported balanced of this account been used in any tax deduction claim? Yes / no

Please list the exact products or/or services sold by the collector to the debtor and the dollar amount of
each:

Upon failure or refusal of collector to validate this collection action, collector agrees to waive all claims against the debtor named herein and pay debtor for all costs and attorney fees involved in defending this

Authorized signature for Collector Date

Printed name

Please return this completed form and attach all assignment or other transfer agreements that would establish your right to collect this debt.

Your claim cannot be considered if any portion of this form is not completed and returned with the required documents. This is a request for validation made pursuant to the Fair Debt Collection Practices Act. If you do not respond as required by this law, your claim will not be considered and you may be liable for
damages for continued collection efforts.

",https://prnt.sc/254imuy,https://prnt.sc/254iu1l,https://prnt.sc/254j2wl,,Not Found
Validation of Debt with Creditor Disclosure Statement (Alternate),"{client_first_name} {client_last_name}

{client_address}

{client_previous_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{creditor_phone}

{curr_date}

To Whom It May Concern:

This letter is sent to you in response to a notice sent to me on (Date) or in response to a listing on my
credit report (CHOOSE THE ONE APPROPRIATE FOR YOUR SPECIFIC SITUATION). Be advised that
this is not a refusal to pay, but a notice sent pursuant to the Fair Debt Collection Practices Act, 15 USC
16929 Sec. 809 (8), stating your claim is disputed and validation is requested.

This is NOT a request for “verification™ or proof of my mailing address, but a request for VALIDATION
made pursuant to the above named Title and Section. I respectfully request your offices provide me with
competent evidence that I have any legal obligation to pay you.

At this time I will also inform you that if your offices have reported invalidated information to any of the 3
major Credit Bureaus (Equifax, Experian or TransUnion) this action might constitute fraud under both
Federal and State Laws. Due to this fact, if any negative mark is found on any of my credit reports by your
company or the company that you represent, I will not hesitate in bringing legal action against you and
your client for the following:

Violation of the Fair Credit Reporting Act

Violation of the Fair Debt Collection Practices Act

Defamation of Character
If your offices are able to provide the proper documentation as requested in the following Declaration, I will
require at least 30 days to investigate this information, during which time all collection activity must cease
and desist. Also during this validation period, if any action is taken which could be considered detrimental
to any of my credit reports, I will consult with my legal counsel for suit. This includes any listing of any
information to a credit reporting repository that could be inaccurate or invalidated. If your office fails to
respond to this validation request within 30 days from the date of your receipt, all references to this
account must be deleted and completely removed from my credit file and a copy of such deletion request
shall be sent to me immediately.

(OPTIONAL CEASE & DESIST) I would also like to request, in writing, that no further telephone contact be
made by your offices to my home or to my place of employment. If your offices continue to attempt
telephone communication with me it will be considered harassment and I will have no choice but to file
suit. All future communications with me MUST be done in writing and sent to the address noted in this
letter.

It would be advisable that you and your client assure that your records are in order before I am forced to
take legal action.

Best Regards,

{client_first_name} {client_last_name} (DO NOT SIGN)
CREDITOR/DEBT COLLECTOR DECLARATION

Please provide all of the following information and submit the appropriate forms and paperwork within 30
days from the date of your receipt of this request for validation.

Name and Address of Alleged Creditor:

Name on File of Alleged Debtor:
Alleged Account #

Address on File for Alleged Debtor-

Amount of alleged debt:

Date that this alleged debt became payable:

Date of original charge off or delinquency:

Was this debt assigned to debt collector or purchased?

Amount paid if debt was purchased:

Commission for debt collector if collection efforts are successful:

Please attach a copy of the agreement with your client that grants (Collection Agency Name) the authority
to collect this alleged debt.

Also, please attach a copy of any signed agreement debtor has made with debt collector, or other
verifiable proof debtor has a contractual obligation to pay debt collector.
-
Please attach a copy of any agreement that bears the signature of debtor, wherein he/she agreed to pay
creditor.

Please attach copies of all statements while this account was open.

Have any insurance claims been made by any creditor regarding this account? YES or NO (circle one)
Have any judgments been obtained by any creditor regarding this account? YES or NO (circle one)
Please provide the name and address of the bonding agent for (Name Of Debt Collector), in case legal
action becomes necessary:

Authorized Signature For Creditor Date

Print Name

‘You must return this completed form along with copies of all requested information, assignments or other
transfer agreements, which would establish your right to collect this alleged debt within 30 days from the
date of your receipt of this letter. Your claim cannot and WILL NOT be considered if any portion of this form
is not completed and returned with copies of all requested documents. This is a request for validation
made pursuant to the Fair Debt Collection Practices Act. Please allow 30 days for processing after I
receive this information back.
",https://prnt.sc/254j4ff,https://prnt.sc/254j99s,https://prnt.sc/259hxqe,https://prnt.sc/259ia86,
Validation of Debt with Creditor Disclosure Statement) (Alternate 2),"{client_first_name} {client_last_name}

{client_address}

{client_previous_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{creditor_phone}

{curr_date}

To Whom It May Concern:

Re: Acct # XXXXK-XXXX-XXXX-XXXX

To Whom It May Concern:

This letter is sent to you in response to a notice sent to me on (Date) or in response to a listing on my
credit report (CHOOSE THE ONE APPROPRIATE FOR YOUR SPECIFIC SITUATION). This is not a
refusal to pay, but a notice that your claim is disputed.

Pursuant to the Fair Debt Collection Practices Act, 15 USC 16929 Sec. 809 (8) (FDCPA), I have the right
to request validation of the debt you say I owe you. I am requesting proof that I am indeed the party you
are asking to pay this debt, and there is some contractual obligation which is binding on me to pay this
debt.

Your attorney or legal staff will agree that compliance with this request is required under State and Federal
Statutes.

In addition to the questionnaire below, please attach copies of:
Agreement with your client that grants you the authority to collect on this alleged debt, or proof of acquisition by purchase or assignment.
Agreement that bears the signature of the alleged debtor wherein he or she agreed to pay the creditor.
Also, please be advised this letter is not only a formal dispute, but a request for you to cease and desist
any and all collection activities.

I require compliance with the terms and conditions of this letter within 30 days. or a complete withdrawal,
in writing, of any claim.

In the event of noncompliance, I reserve the right to file charges and/or complaints with appropriate
County, State & Federal authorities .the BBB and State Bar associations for violations of the FDCPA,
FCRA, and Federal and State statutes on fraudulent extortion .

I also hereby reserve my right to take private civil action against you to recover damages.

Sincerely,

{client_first_name} {client_last_name} (DO NOT SIGN)

DEBT VALIDATION FORM

Please provide all of the following information and submit the appropriate forms and paperwork within 30
days from the date of your receipt of this request for validation.
Account #:

Original Creditor's Name:

Name of Debtor:

Address of Debtor-

Balance of Account:

Date you acquired this debt:

This Debt was: assigned __purchased___
Please indicate the credit bureaus which you have reported this account to:
Experian

Equifax:

TransUnion:

Other:

",https://prnt.sc/259jlyu,https://prnt.sc/259junl,https://prnt.sc/259jy27,,Not Found
Validation of Medical Debt (HIPAA Request),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Amount of debt: Date of Service: Provider of Service:

To Whom It May Concern,

I received a bill from you on [insert date] and as allowable under the Fair Debt Collections Practices Act, I
‘am requesting validation of the alleged debt I am aware that there is a debt from [name of doctor, hospital,
clinic, etc ] but I am unaware of the amount due and your bill does not include a detailed breakdown of any
fees.

Furthermore, I am allowed under the HIPAA law (Health Insurance Portability and Accountability Act of
1996) to protect my privacy and medical records from third parties. I do not recall giving permission to
[name of provider] for them to release my medical information to a third party. I understand that the HIPAA
does allow for limited information about me but any details may only be revealed with the patients
authorization, therefore my request is twofold and as follows:

Validation of Debt and HIPAA authorization

- Please provide a breakdown of fees including any and all collection costs and medical charges

- Please provide a copy of my signature with the provider of service to release my medical information to
you

- Immediately cease any credit bureau reporting until debt has been validated by me
Please send this information to my address listed above and accept this letter, sent certified mail, as my
formal debt validation request, of which I am allowed under the FDCPA.
Please note that withholding the information you received from any medical provider in an attempt to be
HIPAA compliant will be a violation of the FDCPA because you will be deceiving me after my written
request. I am requesting full documentation of what you received from the provider of service in
connection with this alleged debt.

Furthermore, any reporting of this debt to the credit bureaus prior to allowing me to validate it may be a
violation of the Fair Credit Reporting Act, which can allow me to seek damages from a collection agent.
I await your reply with the above requested proof. Upon receiving it, I will correspond back with you by
certified mail.

Kind regards,

{client_signature}
",https://prnt.sc/254jmd4  ,https://prnt.sc/254jq6x,,,
